"","AGB100","FIS100","IPB107","IPB108","IPB111","IPB112","KPM130","MAT100","BIO100","EKO100","IPB100","IPB106","KIM101","KOM201","MAT103","CLASS"
"26","AB","AB","B","AB","B","A","B","A","B","A","A","A","AB","A","A","LowRisk"
"25","A","AB","AB","AB","B","A","AB","AB","AB","A","AB","A","B","AB","B","LowRisk"
"48","A","C","AB","C","AB","A","AB","BC","C","C","A","B","D","B","D","MediumRisk"
"1","A","C","BC","B","B","B","AB","C","C","D","AB","C","C","BC","D","HighRisk"
"8","A","AB","BC","B","BC","A","BC","B","C","C","B","A","C","B","BC","HighRisk"
