"","MAT103","MAT217","CLASS"
"22","A","B","BAIK"
"53","C","B","BAIK"
"44","A","A","BAIK"
"145","C","C","CUKUP"
"39","A","A","BAIK"
"71","A","A","BAIK"
"20","A","A","BAIK"
"118","A","AB","CUKUP"
"6","A","A","BAIK"
"46","A","AB","BAIK"
"116","D","C","CUKUP"
"77","A","B","BAIK"
"8","A","A","BAIK"
"48","B","C","BAIK"
"156","A","B","CUKUP"
"59","A","A","BAIK"
"133","B","C","CUKUP"
"125","B","A","CUKUP"
"16","A","B","BAIK"
