"","KOM202","KOM207","KOM321","CLASS"
"26","AB","A","A","BAIK"
"68","A","AB","BC","CUKUP"
"35","B","A","C","BAIK"
"75","AB","A","B","BAIK"
"79","D","B","C","CUKUP"
"4","C","B","C","CUKUP"
"43","AB","BC","BC","CUKUP"
"72","BC","AB","C","CUKUP"
"44","B","B","BC","BAIK"
