"","KOM203","KOM206","KOM311","CLASS"
"35","B","AB","B","BAIK"
"64","AB","AB","B","BAIK"
"9","AB","AB","BC","BAIK"
"161","A","BC","B","CUKUP"
"96","B","C","BC","CUKUP"
"69","B","BC","BC","BAIK"
"68","AB","AB","B","BAIK"
"108","AB","AB","B","CUKUP"
"85","AB","B","B","BAIK"
"146","C","C","C","CUKUP"
"25","AB","B","B","BAIK"
"47","B","BC","BC","BAIK"
"109","C","E","C","CUKUP"
"13","B","AB","B","BAIK"
"160","B","BC","C","CUKUP"
"147","A","AB","BC","CUKUP"
