"","KOM203","KOM206","KOM311","CLASS"
"53","C","BC","C","CUKUP"
"15","A","AB","B","BAIK"
"3","A","AB","C","BAIK"
"19","B","B","B","BAIK"
"52","C","E","C","CUKUP"
"48","A","B","C","CUKUP"
"37","BC","BC","C","CUKUP"
