"","KOM202","KOM331","CLASS"
"20","BC","AB","BAIK"
"73","A","BC","CUKUP"
"34","C","BC","CUKUP"
"48","B","AB","BAIK"
"99","A","BC","CUKUP"
"87","B","AB","BAIK"
"65","A","BC","CUKUP"
"57","B","B","BAIK"
"1","BC","BC","CUKUP"
"17","C","D","CUKUP"
