"","MAT100","MAT221","CLASS"
"75","B","BC","CUKUP"
"35","B","BC","CUKUP"
"83","BC","C","BAIK"
"48","A","BC","BAIK"
"103","A","BC","BAIK"
"98","A","BC","BAIK"
"59","B","C","CUKUP"
"1","BC","BC","CUKUP"
"18","B","B","BAIK"
"8","A","B","BAIK"
"52","C","BC","CUKUP"
