"","KOM202","KOM207","KOM321","CLASS"
"31","BC","BC","C","CUKUP"
"14","A","A","B","BAIK"
"37","AB","A","C","CUKUP"
"15","B","AB","BC","CUKUP"
"48","A","A","AB","BAIK"
"58","C","B","B","CUKUP"
"21","AB","A","BC","CUKUP"
"63","BC","BC","BC","CUKUP"
"22","A","A","B","BAIK"
