"","KOM203","KOM206","KOM311","CLASS"
"49","AB","BC","B","CUKUP"
"68","C","C","C","CUKUP"
"44","A","C","B","CUKUP"
"31","AB","BC","B","BAIK"
"27","BC","C","BC","BAIK"
"73","B","AB","B","CUKUP"
"2","A","A","A","BAIK"
