"","KOM203","KOM206","KOM311","CLASS"
"8","B","AB","B","BAIK"
"12","AB","A","B","BAIK"
"69","AB","B","A","CUKUP"
"5","A","A","A","BAIK"
"45","B","B","B","CUKUP"
"13","B","AB","B","BAIK"
"58","B","BC","B","CUKUP"
