"","KOM203","KOM206","KOM311","CLASS"
"67","A","AB","AB","CUKUP"
"71","B","BC","AB","CUKUP"
"61","B","B","B","CUKUP"
"29","A","AB","B","BAIK"
"42","A","AB","A","CUKUP"
"35","B","BC","B","CUKUP"
"7","AB","A","C","BAIK"
