"","KOM203","KOM206","KOM311","CLASS"
"86","AB","AB","B","BAIK"
"88","B","AB","B","BAIK"
"39","A","AB","B","BAIK"
"158","A","B","B","CUKUP"
"132","A","B","AB","CUKUP"
"93","B","B","A","CUKUP"
"125","C","C","C","CUKUP"
"53","A","AB","B","BAIK"
"138","A","AB","B","CUKUP"
"97","A","A","A","CUKUP"
"104","C","C","C","CUKUP"
"128","B","BC","AB","CUKUP"
"122","AB","AB","B","CUKUP"
"150","A","BC","AB","CUKUP"
"134","B","BC","C","CUKUP"
"49","B","BC","BC","BAIK"
"154","BC","B","A","CUKUP"
