"","MAT100","MAT221","CLASS"
"26","B","BC","BAIK"
"36","C","D","CUKUP"
"71","A","BC","CUKUP"
"10","AB","BC","BAIK"
"21","A","A","BAIK"
"51","B","BC","CUKUP"
"56","D","C","CUKUP"
