"","MAT100","MAT221","CLASS"
"68","AB","B","BAIK"
"85","B","D","CUKUP"
"26","D","D","CUKUP"
"42","A","AB","BAIK"
"80","B","A","BAIK"
"28","B","C","CUKUP"
"6","A","B","BAIK"
"84","A","B","BAIK"
"39","A","A","CUKUP"
"76","AB","B","BAIK"
"73","A","BC","BAIK"
