"","KOM203","KOM206","KOM311","CLASS"
"10","A","AB","B","BAIK"
"17","AB","AB","B","BAIK"
"56","AB","D","B","CUKUP"
"11","A","B","A","BAIK"
"46","B","B","BC","CUKUP"
"20","A","AB","AB","BAIK"
"47","C","C","C","CUKUP"
