"","MAT103","MAT217","CLASS"
"104","BC","BC","CUKUP"
"11","B","C","BAIK"
"66","A","AB","CUKUP"
"32","D","C","CUKUP"
"45","A","A","CUKUP"
"74","BC","B","CUKUP"
"90","D","D","CUKUP"
"61","D","D","CUKUP"
"100","AB","B","CUKUP"
"67","B","BC","CUKUP"
"12","B","AB","BAIK"
