"","MAT100","MAT221","CLASS"
"32","AB","B","BAIK"
"117","A","AB","CUKUP"
"25","A","BC","BAIK"
"19","A","A","BAIK"
"12","B","B","BAIK"
"9","A","AB","BAIK"
"107","BC","BC","CUKUP"
"61","A","BC","BAIK"
"91","C","BC","CUKUP"
"132","A","BC","CUKUP"
"112","BC","BC","CUKUP"
"63","AB","BC","BAIK"
"92","A","C","CUKUP"
"44","A","A","BAIK"
