"","MAT103","MAT217","CLASS"
"93","A","AB","BAIK"
"30","BC","C","CUKUP"
"99","AB","BC","CUKUP"
"107","BC","A","CUKUP"
"78","B","B","CUKUP"
"102","BC","C","CUKUP"
"39","D","D","CUKUP"
"19","BC","B","CUKUP"
"50","A","B","CUKUP"
"103","A","A","BAIK"
