"","KOM206","KOM311","CLASS"
"173","B","A","CUKUP"
"38","A","B","BAIK"
"170","BC","A","CUKUP"
"59","A","AB","BAIK"
"53","BC","A","BAIK"
"163","B","B","CUKUP"
"139","B","B","CUKUP"
"147","B","B","CUKUP"
"156","B","C","CUKUP"
"64","B","BC","BAIK"
"60","B","B","BAIK"
"67","B","B","BAIK"
"92","AB","A","BAIK"
"158","B","B","CUKUP"
"110","C","C","CUKUP"
"98","AB","A","CUKUP"
"129","BC","C","CUKUP"
"51","B","BC","BAIK"
"69","BC","A","BAIK"
