"","MAT100","MAT221","CLASS"
"22","AB","B","BAIK"
"60","D","D","CUKUP"
"31","BC","BC","BAIK"
"65","B","BC","CUKUP"
"68","B","D","CUKUP"
"4","B","BC","BAIK"
"37","AB","BC","CUKUP"
"62","BC","C","CUKUP"
