"","KOM202","KOM331","CLASS"
"80","BC","D","CUKUP"
"68","B","D","BAIK"
"9","AB","BC","CUKUP"
"15","B","BC","BAIK"
"29","BC","BC","CUKUP"
"69","BC","BC","BAIK"
"51","B","AB","CUKUP"
"3","B","BC","BAIK"
"26","B","B","BAIK"
"82","A","BC","BAIK"
"7","B","C","CUKUP"
