"","KOM206","KOM311","CLASS"
"56","B","B","BAIK"
"151","B","B","CUKUP"
"78","BC","B","BAIK"
"167","B","B","CUKUP"
"177","B","A","CUKUP"
"9","BC","B","BAIK"
"99","C","C","CUKUP"
"166","C","C","CUKUP"
"102","B","A","CUKUP"
"84","BC","B","BAIK"
"175","BC","B","CUKUP"
"83","B","B","BAIK"
"122","D","B","CUKUP"
"103","B","B","CUKUP"
"19","BC","C","BAIK"
"160","BC","BC","CUKUP"
"44","B","B","BAIK"
"8","B","BC","BAIK"
"58","A","B","BAIK"
"185","B","BC","CUKUP"
