"","KOM202","KOM207","KOM321","CLASS"
"47","B","AB","D","BAIK"
"6","A","A","A","BAIK"
"10","A","A","BC","CUKUP"
"45","A","A","B","BAIK"
"50","A","A","AB","BAIK"
"33","AB","AB","BC","CUKUP"
"53","A","AB","BC","CUKUP"
"49","A","A","A","BAIK"
