"","MAT100","MAT221","CLASS"
"18","AB","C","BAIK"
"76","AB","BC","CUKUP"
"16","B","BC","BAIK"
"25","A","BC","BAIK"
"27","B","C","BAIK"
"1","BC","BC","BAIK"
"29","BC","BC","BAIK"
"19","A","A","BAIK"
