"","KOM202","KOM207","KOM321","CLASS"
"23","AB","A","BC","BAIK"
"80","A","A","B","BAIK"
"60","A","AB","B","BAIK"
"46","A","A","A","BAIK"
"42","AB","A","AB","BAIK"
"64","B","A","BC","BAIK"
"86","AB","A","AB","CUKUP"
"83","BC","BC","C","CUKUP"
