"","MAT100","MAT221","CLASS"
"32","BC","BC","BAIK"
"86","AB","B","BAIK"
"45","BC","BC","BAIK"
"95","A","A","BAIK"
"100","A","A","BAIK"
"5","AB","BC","CUKUP"
"55","BC","BC","BAIK"
"92","BC","BC","CUKUP"
"57","AB","B","BAIK"
"47","D","C","CUKUP"
"96","C","BC","BAIK"
