"","MAT100","MAT221","KOM321","CLASS"
"122","B","D","BC","CUKUP"
"36","A","BC","BC","BAIK"
"100","BC","BC","C","CUKUP"
"14","A","B","AB","BAIK"
"22","A","AB","B","BAIK"
"44","A","BC","C","BAIK"
"25","A","A","A","BAIK"
"104","A","BC","C","CUKUP"
"5","A","BC","D","BAIK"
"40","A","AB","AB","BAIK"
"134","C","B","C","CUKUP"
"11","A","A","BC","BAIK"
"49","BC","BC","BC","BAIK"
"18","BC","BC","BC","BAIK"
