"","MAT100","MAT221","CLASS"
"47","A","B","CUKUP"
"48","BC","BC","CUKUP"
"8","AB","BC","BAIK"
"24","A","B","BAIK"
"42","E","D","CUKUP"
"12","B","B","BAIK"
"46","B","C","CUKUP"
