"","MAT103","MAT217","CLASS"
"97","A","B","CUKUP"
"16","B","C","CUKUP"
"35","BC","BC","CUKUP"
"10","A","B","BAIK"
"84","AB","B","CUKUP"
"77","BC","B","CUKUP"
"29","C","BC","CUKUP"
"40","B","A","CUKUP"
"20","B","AB","BAIK"
"70","AB","C","CUKUP"
