"","KOM202","KOM207","KOM321","CLASS"
"70","A","A","B","BAIK"
"41","AB","A","A","CUKUP"
"32","B","B","D","CUKUP"
"57","BC","A","BC","BAIK"
"52","A","A","AB","BAIK"
"27","B","B","C","CUKUP"
"62","B","AB","BC","BAIK"
"67","AB","A","C","BAIK"
