"","MAT103","MAT217","CLASS"
"138","C","C","CUKUP"
"12","A","B","BAIK"
"1","A","A","BAIK"
"9","A","A","BAIK"
"142","C","B","CUKUP"
"94","BC","C","CUKUP"
"51","A","A","BAIK"
"154","A","B","CUKUP"
"175","A","B","CUKUP"
"84","C","B","BAIK"
"61","A","B","BAIK"
"50","B","AB","BAIK"
"126","A","AB","CUKUP"
"7","B","AB","BAIK"
"56","B","AB","BAIK"
"131","B","BC","CUKUP"
"106","BC","B","CUKUP"
"103","B","C","CUKUP"
"52","A","A","BAIK"
