"","KOM202","KOM331","CLASS"
"106","B","A","CUKUP"
"66","B","AB","CUKUP"
"55","A","AB","BAIK"
"10","AB","BC","CUKUP"
"84","B","AB","BAIK"
"23","B","BC","CUKUP"
"4","C","BC","CUKUP"
"30","BC","D","CUKUP"
"107","A","A","BAIK"
"79","B","A","BAIK"
"61","B","C","CUKUP"
