"","MAT100","MAT215","CLASS"
"42","A","A","BAIK"
"115","A","C","CUKUP"
"59","A","BC","BAIK"
"127","BC","C","CUKUP"
"134","BC","BC","CUKUP"
"7","AB","B","BAIK"
"74","BC","D","CUKUP"
"125","B","AB","CUKUP"
"77","AB","BC","CUKUP"
"63","B","BC","BAIK"
"131","B","BC","CUKUP"
"62","A","B","BAIK"
"91","A","B","CUKUP"
"138","A","B","CUKUP"
"14","A","AB","BAIK"
