"","KOM202","KOM331","CLASS"
"37","A","A","BAIK"
"87","BC","BC","CUKUP"
"78","A","AB","CUKUP"
"63","AB","BC","CUKUP"
"72","B","BC","CUKUP"
"1","B","A","BAIK"
"45","BC","BC","BAIK"
"9","BC","B","BAIK"
"15","B","A","BAIK"
"23","A","AB","BAIK"
"92","B","C","CUKUP"
"4","A","B","BAIK"
