"","KOM203","KOM206","KOM311","CLASS"
"105","A","B","C","CUKUP"
"4","A","B","D","BAIK"
"62","B","B","A","BAIK"
"98","A","AB","B","CUKUP"
"28","B","B","A","BAIK"
"41","A","A","B","BAIK"
"29","A","AB","B","BAIK"
"18","AB","AB","B","BAIK"
"51","A","B","A","BAIK"
"123","B","B","AB","CUKUP"
"45","B","A","B","BAIK"
"19","B","B","B","BAIK"
"17","AB","AB","B","BAIK"
"127","A","AB","A","CUKUP"
"55","AB","B","B","BAIK"
"31","AB","BC","B","BAIK"
