"","MAT100","MAT221","CLASS"
"14","A","A","BAIK"
"131","A","B","CUKUP"
"103","A","B","CUKUP"
"34","A","AB","BAIK"
"94","D","D","CUKUP"
"120","A","C","CUKUP"
"97","E","D","CUKUP"
"41","AB","B","BAIK"
"95","C","C","CUKUP"
"115","B","BC","CUKUP"
"4","B","BC","BAIK"
"37","A","AB","BAIK"
"66","B","AB","BAIK"
"10","AB","BC","BAIK"
