"","MAT100","MAT221","CLASS"
"41","A","C","CUKUP"
"67","D","D","CUKUP"
"52","A","B","CUKUP"
"2","A","B","BAIK"
"58","A","C","CUKUP"
"66","B","BC","CUKUP"
"9","A","AB","BAIK"
