"","KOM202","KOM207","KOM321","CLASS"
"28","B","A","AB","BAIK"
"5","B","B","BC","CUKUP"
"40","AB","A","B","CUKUP"
"54","B","BC","C","CUKUP"
"82","B","B","D","BAIK"
"69","AB","B","BC","BAIK"
"87","BC","A","AB","BAIK"
"56","B","AB","B","BAIK"
"59","C","BC","D","CUKUP"
