"","MAT100","MAT221","CLASS"
"90","A","BC","CUKUP"
"74","B","BC","CUKUP"
"40","BC","C","CUKUP"
"58","A","B","BAIK"
"20","AB","B","BAIK"
"34","A","AB","CUKUP"
"105","AB","BC","BAIK"
"19","BC","BC","CUKUP"
"13","AB","BC","BAIK"
"38","A","A","BAIK"
"21","A","C","CUKUP"
