"","MAT103","MAT217","CLASS"
"23","C","C","CUKUP"
"33","A","AB","CUKUP"
"52","BC","B","CUKUP"
"64","A","B","CUKUP"
"13","B","BC","CUKUP"
"51","C","C","CUKUP"
"22","A","A","BAIK"
"18","B","AB","CUKUP"
"71","A","B","CUKUP"
"42","A","A","BAIK"
"47","B","BC","CUKUP"
