"","KOM203","KOM206","KOM311","CLASS"
"89","B","C","B","CUKUP"
"11","A","AB","A","CUKUP"
"71","AB","C","BC","CUKUP"
"38","AB","B","C","CUKUP"
"104","B","AB","B","CUKUP"
"18","A","B","C","CUKUP"
"32","B","BC","B","CUKUP"
"102","A","BC","B","CUKUP"
"80","AB","B","B","BAIK"
"13","A","C","B","CUKUP"
