"","KOM202","KOM331","CLASS"
"60","A","B","BAIK"
"2","B","A","BAIK"
"35","C","C","CUKUP"
"95","B","AB","CUKUP"
"16","A","B","BAIK"
"92","BC","BC","BAIK"
"71","A","C","BAIK"
"104","C","B","CUKUP"
"28","A","BC","BAIK"
"67","B","C","CUKUP"
