"","MAT103","MAT217","CLASS"
"174","C","BC","CUKUP"
"166","AB","B","CUKUP"
"62","AB","B","BAIK"
"157","BC","B","CUKUP"
"34","A","A","BAIK"
"54","A","A","BAIK"
"75","B","AB","BAIK"
"104","D","D","CUKUP"
"144","D","D","CUKUP"
"78","B","AB","BAIK"
"130","D","D","CUKUP"
"73","A","A","BAIK"
"32","C","B","BAIK"
"2","C","B","BAIK"
"47","B","C","BAIK"
"70","A","A","BAIK"
"93","A","B","BAIK"
"27","A","A","BAIK"
