"","MAT100","MAT221","CLASS"
"77","AB","BC","CUKUP"
"62","C","B","BAIK"
"118","BC","BC","CUKUP"
"84","A","AB","CUKUP"
"113","B","C","CUKUP"
"18","AB","C","BAIK"
"88","BC","C","CUKUP"
"11","A","BC","BAIK"
"133","A","B","CUKUP"
"38","A","B","BAIK"
"47","B","A","BAIK"
"26","B","BC","BAIK"
"43","AB","B","BAIK"
