"","KOM206","KOM311","CLASS"
"120","B","B","CUKUP"
"50","B","B","BAIK"
"88","AB","A","BAIK"
"13","B","B","BAIK"
"133","C","AB","CUKUP"
"153","D","B","CUKUP"
"105","AB","AB","CUKUP"
"57","A","B","BAIK"
"179","BC","B","CUKUP"
"135","C","C","CUKUP"
"165","B","B","CUKUP"
"149","BC","B","CUKUP"
"93","BC","A","BAIK"
"77","BC","A","BAIK"
"86","B","C","BAIK"
"1","B","B","BAIK"
"159","B","AB","CUKUP"
"26","B","B","BAIK"
"45","B","B","BAIK"
