"","MAT100","MAT221","CLASS"
"64","B","BC","BAIK"
"31","BC","BC","BAIK"
"16","B","BC","BAIK"
"101","D","D","CUKUP"
"93","B","C","CUKUP"
"71","AB","BC","CUKUP"
"81","A","B","CUKUP"
"3","A","B","BAIK"
"48","B","AB","BAIK"
"75","A","C","CUKUP"
"21","A","A","BAIK"
"106","B","B","CUKUP"
"23","BC","BC","BAIK"
