"","MAT103","MAT217","CLASS"
"38","B","BC","CUKUP"
"83","BC","BC","CUKUP"
"75","A","AB","BAIK"
"72","BC","BC","CUKUP"
"49","B","C","CUKUP"
"73","A","B","CUKUP"
"80","D","D","CUKUP"
"79","B","B","CUKUP"
"25","D","D","CUKUP"
"68","B","C","CUKUP"
"34","B","BC","CUKUP"
