"","KOM203","KOM206","KOM311","CLASS"
"18","AB","AB","B","BAIK"
"72","B","BC","B","CUKUP"
"43","A","AB","AB","CUKUP"
"16","B","B","B","BAIK"
"64","AB","A","A","CUKUP"
"22","A","AB","B","BAIK"
"25","AB","B","B","BAIK"
"39","B","C","BC","CUKUP"
