"","MAT100","MAT221","CLASS"
"99","A","AB","CUKUP"
"104","C","B","BAIK"
"93","BC","D","CUKUP"
"43","A","A","BAIK"
"51","A","B","BAIK"
"97","A","AB","BAIK"
"22","A","A","BAIK"
"60","A","AB","BAIK"
"66","A","B","BAIK"
"82","D","D","CUKUP"
"33","B","BC","CUKUP"
