"","MAT100","MAT221","CLASS"
"59","B","C","CUKUP"
"33","A","B","BAIK"
"40","BC","BC","CUKUP"
"23","BC","BC","BAIK"
"34","BC","BC","CUKUP"
"17","BC","BC","BAIK"
"49","B","BC","CUKUP"
"11","A","BC","BAIK"
