"","KOM203","KOM206","KOM311","CLASS"
"40","A","A","A","CUKUP"
"6","AB","BC","A","BAIK"
"9","AB","AB","BC","BAIK"
"23","A","A","B","BAIK"
"54","B","D","C","CUKUP"
"24","AB","AB","B","BAIK"
"34","A","A","BC","BAIK"
