"","MAT103","MAT217","CLASS"
"83","A","AB","BAIK"
"21","AB","B","BAIK"
"171","D","D","CUKUP"
"169","B","BC","CUKUP"
"30","A","A","BAIK"
"111","A","A","CUKUP"
"85","A","B","BAIK"
"136","BC","B","CUKUP"
"23","A","A","BAIK"
"74","B","AB","BAIK"
"121","B","D","CUKUP"
"120","BC","BC","CUKUP"
"179","AB","B","CUKUP"
"132","AB","AB","CUKUP"
"66","A","A","BAIK"
"149","A","AB","CUKUP"
"153","AB","C","CUKUP"
"13","A","AB","BAIK"
