"","MAT100","MAT221","KOM321","CLASS"
"36","A","A","BC","BAIK"
"19","BC","BC","BC","CUKUP"
"34","AB","C","C","CUKUP"
"33","B","BC","C","CUKUP"
"107","B","C","C","CUKUP"
"17","C","D","D","CUKUP"
"86","B","C","D","CUKUP"
"79","D","D","C","CUKUP"
"56","A","B","B","BAIK"
"1","BC","BC","C","CUKUP"
"74","A","A","A","BAIK"
