"","MAT100","MAT221","CLASS"
"102","AB","D","BAIK"
"91","B","B","CUKUP"
"88","BC","BC","CUKUP"
"61","A","A","BAIK"
"46","A","B","BAIK"
"50","B","C","BAIK"
"94","B","B","BAIK"
"12","AB","BC","BAIK"
"78","AB","B","BAIK"
"72","AB","B","BAIK"
"54","A","BC","BAIK"
