"","MAT100","MAT221","CLASS"
"55","C","BC","BAIK"
"53","B","B","BAIK"
"98","AB","BC","CUKUP"
"49","BC","C","BAIK"
"40","AB","B","BAIK"
"80","B","C","CUKUP"
"1","BC","BC","BAIK"
"65","B","B","BAIK"
"89","B","BC","CUKUP"
"86","A","B","CUKUP"
"35","A","A","BAIK"
"127","B","BC","CUKUP"
"85","B","BC","CUKUP"
