"","MAT100","MAT221","CLASS"
"89","B","C","BAIK"
"2","BC","BC","BAIK"
"36","AB","C","BAIK"
"107","B","B","BAIK"
"16","A","BC","BAIK"
"23","E","D","CUKUP"
"17","C","D","CUKUP"
"106","B","BC","BAIK"
"29","A","B","CUKUP"
"69","BC","C","CUKUP"
"25","BC","D","CUKUP"
