"","KOM203","KOM206","KOM311","CLASS"
"162","B","AB","AB","CUKUP"
"27","BC","C","BC","BAIK"
"115","B","BC","B","CUKUP"
"73","A","AB","B","BAIK"
"120","BC","C","BC","CUKUP"
"60","AB","AB","B","BAIK"
"75","AB","AB","B","BAIK"
"78","B","A","B","BAIK"
"74","AB","AB","BC","BAIK"
"15","A","AB","B","BAIK"
"107","A","AB","B","CUKUP"
"114","BC","C","B","CUKUP"
"52","B","AB","B","BAIK"
"38","A","AB","B","BAIK"
"72","A","A","B","BAIK"
"22","A","AB","B","BAIK"
