"","KOM202","KOM331","CLASS"
"32","BC","BC","CUKUP"
"85","A","C","CUKUP"
"44","B","BC","BAIK"
"93","A","B","BAIK"
"98","A","C","CUKUP"
"5","A","D","CUKUP"
"54","BC","BC","BAIK"
"91","A","D","CUKUP"
"56","A","A","BAIK"
"46","BC","BC","BAIK"
"94","A","BC","BAIK"
