"","MAT100","MAT221","CLASS"
"15","AB","B","BAIK"
"3","A","B","BAIK"
"20","A","AB","BAIK"
"61","C","C","CUKUP"
"50","A","AB","CUKUP"
"39","C","D","CUKUP"
"35","B","BC","CUKUP"
