"","KOM202","KOM207","KOM321","CLASS"
"25","C","C","BC","CUKUP"
"39","A","A","C","BAIK"
"11","A","AB","A","CUKUP"
"16","B","AB","AB","BAIK"
"12","A","A","BC","BAIK"
"7","B","B","C","CUKUP"
"20","A","A","AB","CUKUP"
"19","AB","AB","BC","CUKUP"
"17","C","C","D","CUKUP"
