"","KOM203","KOM206","KOM311","CLASS"
"21","A","A","B","BAIK"
"57","BC","C","B","CUKUP"
"30","AB","AB","B","BAIK"
"62","AB","B","C","CUKUP"
"65","AB","AB","B","CUKUP"
"4","A","B","D","BAIK"
"36","B","B","A","CUKUP"
"59","B","BC","BC","CUKUP"
