0.03,0.97
0.03,0.97
0.03,0.97
0.94,0.06
0.03,0.97
0.87,0.13
0.94,0.06
0.94,0.06
0.10,0.90
0.94,0.06
0.94,0.06
0.94,0.06
0.94,0.06
0.97,0.03
0.03,0.97
0.03,0.97
0.87,0.13
0.94,0.06
0.87,0.13
0.03,0.97
0.16,0.84
0.03,0.97
0.95,0.05
0.97,0.03
0.97,0.03
0.94,0.06
0.94,0.06
0.16,0.84
0.94,0.06
0.94,0.06
0.94,0.06
0.87,0.13
0.94,0.06
0.03,0.97
0.94,0.06
0.03,0.97
0.03,0.97
0.94,0.06
0.94,0.06
